net,length_um
rf\[22\]\[3\],65.665
rf\[23\]\[4\],65.66
_03343_,65.58
rf\[12\]\[9\],65.56
_04434_,65.5
rf\[25\]\[2\],65.44
_04265_,65.42
rf\[16\]\[12\],65.42
rf\[3\]\[12\],65.42
rf\[30\]\[15\],65.245
net23,65.24
clknet_1_0__leaf__04475_,65.2
_02364_,65.06
_03860_,65.06
_04331_,64.8
clknet_1_1__leaf__04502_,64.76
rf\[12\]\[3\],64.74
clknet_1_0__leaf__04484_,64.68
_03352_,64.66
rf\[21\]\[16\],64.56
clknet_1_0__leaf__04444_,64.44
rf\[26\]\[14\],64.32
_03529_,64.28
_02502_,64.23
rf\[29\]\[2\],64.1
rf\[4\]\[6\],64.06
rf\[7\]\[10\],63.98
_04363_,63.92
_04499_,63.86
_03479_,63.84
clknet_1_0__leaf__04494_,63.7
clknet_1_0__leaf__04485_,63.58
_03375_,63.4
rf\[7\]\[18\],63.4
clknet_1_1__leaf__04489_,63.02
clknet_1_1__leaf__04494_,62.96
rf\[19\]\[26\],62.9
_02950_,62.88
_03912_,62.8
_03280_,62.74
_03377_,62.7
rf\[25\]\[20\],62.7
rf\[8\]\[6\],62.64
rf\[15\]\[17\],62.6
rf\[16\]\[16\],62.58
rf\[17\]\[30\],62.52
rf\[25\]\[0\],62.5
rf\[8\]\[0\],62.5
clknet_1_1__leaf__04444_,62.5
rf\[0\]\[5\],62.48
_03386_,62.24
rf\[18\]\[7\],62.195
_04091_,62.16
_03980_,62.04
_03762_,61.99
clknet_1_1__leaf__04474_,61.92
rf\[0\]\[14\],61.86
rf\[18\]\[10\],61.83
_03053_,61.8
net2,61.76
rf\[10\]\[14\],61.72
rf\[21\]\[30\],61.64
_03422_,61.62
rf\[15\]\[10\],61.54
clknet_1_1__leaf__04476_,61.44
rf\[21\]\[14\],61.26
_03660_,61.2
_03345_,61.14
_03300_,61.02
_04364_,60.99
_03592_,60.98
clknet_1_0__leaf__04501_,60.9
_04365_,60.82
clknet_1_1__leaf__04477_,60.78
rf\[11\]\[8\],60.72
rf\[12\]\[2\],60.7
_04307_,60.68
_03474_,60.64
_03713_,60.58
rf\[5\]\[26\],60.52
rf\[10\]\[11\],60.495
rf\[21\]\[19\],60.4
rf\[5\]\[23\],60.24
clknet_1_0__leaf__04451_,60.16
rf\[8\]\[13\],60.14
rf\[18\]\[16\],60.115
rf\[16\]\[21\],59.94
rf\[29\]\[5\],59.72
rf\[27\]\[2\],59.64
rf\[31\]\[30\],59.6
_03814_,59.52
_03327_,59.4
rf\[12\]\[0\],59.32
_03571_,59.28
_04338_,59.22
rf\[26\]\[18\],59.13
_04071_,59.1
_03960_,59.08
rf\[8\]\[19\],58.96
_03892_,58.94
_03298_,58.93
_03825_,58.86
_03238_,58.72
rf\[25\]\[7\],58.71
_03370_,58.68
clknet_1_0__leaf__04445_,58.67
rf\[4\]\[13\],58.6
clknet_1_1__leaf__04481_,58.58
rf\[22\]\[22\],58.51
rf\[17\]\[25\],58.36
rf\[2\]\[8\],58.35
_03614_,58.28
rf\[24\]\[17\],58.28
_03624_,58.24
_03586_,58.13
_04237_,58.04
rf\[13\]\[19\],57.9
_03918_,57.72
_03397_,57.7
clknet_1_0__leaf__04474_,57.66
rf\[1\]\[23\],57.56
rf\[18\]\[20\],57.415
_04354_,57.35
_03454_,57.34
rf\[23\]\[3\],57.34
rf\[15\]\[14\],57.28
rf\[22\]\[2\],57.27
rf\[1\]\[28\],57.24
_04159_,57.2
rf\[25\]\[25\],57.12
_03442_,57.1
rf\[23\]\[6\],57.08
_03800_,57.02
_03303_,57
rf\[16\]\[28\],56.92
_04215_,56.86
rf\[27\]\[3\],56.86
rf\[18\]\[18\],56.695
_03503_,56.6
_03315_,56.52
rf\[31\]\[21\],56.5
rf\[4\]\[8\],56.5
rf\[5\]\[19\],56.5
_03701_,56.445
clknet_1_1__leaf__04470_,56.18
clknet_1_1__leaf__04450_,56.02
_02118_,55.98
_03897_,55.94
_01745_,55.925
_03722_,55.92
clknet_1_0__leaf__04450_,55.92
rf\[24\]\[4\],55.76
clknet_1_1__leaf__04473_,55.68
rf\[26\]\[0\],55.545
_03843_,55.52
_04089_,55.5
_03707_,55.48
_03756_,55.48
_04356_,55.46
_03801_,55.38
rf\[19\]\[27\],55.38
rf\[20\]\[21\],55.32
rf\[31\]\[13\],55.28
_04000_,55.18
_03738_,55.105
rf\[18\]\[21\],55.07
_04217_,55.04
rf\[28\]\[26\],55.02
_03853_,54.975
rf\[5\]\[21\],54.95
rf\[28\]\[0\],54.88
rf\[12\]\[7\],54.86
rf\[1\]\[0\],54.86
rf\[14\]\[7\],54.845
rf\[6\]\[4\],54.805
rf\[21\]\[26\],54.66
rf\[5\]\[12\],54.64
rf\[29\]\[3\],54.58
_03896_,54.54
rf\[28\]\[20\],54.52
rf\[4\]\[9\],54.52
_03827_,54.46
_03968_,54.39
_03499_,54.365
_04183_,54.3
_04154_,54.26
rf\[31\]\[22\],54.26
_03863_,53.9
_04053_,53.88
rf\[10\]\[8\],53.825
_03365_,53.8
_04359_,53.74
_03229_,53.68
_04376_,53.68
rf\[23\]\[31\],53.62
rf\[22\]\[31\],53.57
_04441_,53.54
rf\[31\]\[10\],53.46
_04188_,53.42
rf\[25\]\[3\],53.42
rf\[20\]\[19\],53.38
_03781_,53.32
_02779_,53.28
_04340_,53.28
_04466_,53.28
_03444_,53.26
rf\[24\]\[25\],53.26
rf\[13\]\[25\],53.08
_03297_,53.02
_04023_,53
_04158_,52.98
_03551_,52.9
_03717_,52.9
_03260_,52.84
rf\[22\]\[5\],52.725
_03521_,52.64
_03525_,52.64
_04209_,52.625
rf\[7\]\[22\],52.62
rf\[8\]\[17\],52.62
_03495_,52.6
rf\[15\]\[7\],52.54
rf\[30\]\[4\],52.455
_03336_,52.38
rf\[23\]\[12\],52.3
rf\[4\]\[5\],52.3
_02433_,52.18
rf\[22\]\[6\],52.145
rf\[20\]\[9\],52.06
rf\[23\]\[14\],51.84
rf\[29\]\[11\],51.84
_04292_,51.8
rf\[15\]\[4\],51.8
_03121_,51.78
rf\[14\]\[21\],51.47
_04129_,51.46
rf\[23\]\[17\],51.46
rf\[0\]\[17\],51.4
rf\[27\]\[10\],51.4
rf\[19\]\[25\],51.38
_03651_,51.28
rf\[13\]\[21\],51.22
_03933_,51.2
rf\[14\]\[25\],51.09
_03465_,51.08
rf\[15\]\[28\],51.02
_03558_,51.005
rf\[18\]\[4\],50.99
rf\[30\]\[27\],50.985
clknet_0__04443_,50.98
rf\[0\]\[22\],50.96
rf\[7\]\[9\],50.96
rf\[27\]\[5\],50.91
_04109_,50.88
_03596_,50.82
_04334_,50.82
_03468_,50.72
rf\[15\]\[30\],50.7
_03446_,50.63
_04057_,50.52
_03885_,50.34
rf\[25\]\[12\],50.32
_04185_,50.28
rf\[26\]\[4\],50.275
net99,50.12
rf\[24\]\[1\],50.1
rf\[10\]\[7\],50.07
rf\[20\]\[23\],50.04
rf\[8\]\[18\],49.84
clknet_1_1__leaf__04491_,49.83
net12,49.7
rf\[26\]\[1\],49.665
_04169_,49.66
_03962_,49.64
_04153_,49.62
_03821_,49.6
_03836_,49.58
_03834_,49.52
rf\[26\]\[9\],49.485
rf\[23\]\[5\],49.36
rf\[21\]\[28\],49.26
_03317_,49.2
_04037_,49.2
_04293_,49.18
rf\[24\]\[20\],49.18
_03483_,49.08
_04166_,49.02
_04272_,48.94
rf\[3\]\[30\],48.8
_04283_,48.74
_04096_,48.72
_04449_,48.72
rf\[4\]\[14\],48.7
_03908_,48.62
rf\[0\]\[21\],48.62
rf\[8\]\[2\],48.58
rf\[12\]\[6\],48.52
rf\[5\]\[14\],48.52
_03346_,48.5
net6,48.5
_03290_,48.44
rf\[6\]\[12\],48.405
_03554_,48.365
rf\[11\]\[5\],48.36
rf\[7\]\[1\],48.36
rf\[6\]\[27\],48.32
rf\[4\]\[15\],48.24
rf\[8\]\[11\],48.18
rf\[16\]\[9\],48.14
rf\[5\]\[27\],47.94
net1,47.94
_03563_,47.93
_03978_,47.92
_04015_,47.8
_04386_,47.8
rf\[15\]\[8\],47.74
_03462_,47.71
_04257_,47.7
_03384_,47.66
rf\[28\]\[7\],47.5
rf\[29\]\[20\],47.38
rf\[31\]\[2\],47.38
rf\[21\]\[20\],47.16
rf\[6\]\[9\],47.07
rf\[15\]\[5\],47.02
rf\[15\]\[3\],46.94
_03620_,46.9
rf\[28\]\[1\],46.88
rf\[13\]\[27\],46.84
rf\[31\]\[7\],46.82
rf\[1\]\[24\],46.73
rf\[5\]\[7\],46.7
rf\[16\]\[14\],46.69
_03415_,46.68
rf\[25\]\[9\],46.6
rf\[21\]\[18\],46.56
rf\[20\]\[12\],46.48
rf\[5\]\[15\],46.48
rf\[25\]\[27\],46.44
rf\[25\]\[26\],46.41
rf\[20\]\[22\],46.36
_03861_,46.14
_03333_,46.1
_03644_,46.1
rf\[31\]\[8\],46.1
_03337_,46
_04226_,45.98
rf\[5\]\[8\],45.91
rf\[28\]\[3\],45.88
_03856_,45.8
rf\[8\]\[4\],45.78
_03632_,45.72
_04448_,45.7
rf\[21\]\[1\],45.7
rf\[11\]\[11\],45.58
_04488_,45.48
rf\[3\]\[15\],45.4
rf\[22\]\[23\],45.35
rf\[9\]\[4\],45.32
_04172_,45.24
_03510_,45.21
rf\[1\]\[22\],45.2
_04377_,45.14
_04410_,45.12
rf\[14\]\[1\],45.115
rf\[10\]\[10\],45.03
rf\[2\]\[27\],44.91
_04313_,44.84
rf\[9\]\[21\],44.84
clknet_0__04449_,44.84
rf\[18\]\[26\],44.81
_03979_,44.78
_04496_,44.7
rf\[18\]\[19\],44.55
rf\[10\]\[9\],44.515
rf\[8\]\[7\],44.44
rf\[17\]\[22\],44.38
rf\[3\]\[11\],44.32
rf\[16\]\[6\],44.3
rf\[1\]\[31\],44.28
rf\[20\]\[18\],44.28
_04308_,44.26
_04012_,44.2
rf\[18\]\[0\],44.195
_03545_,44.13
_03932_,44.12
rf\[16\]\[25\],44.06
_04258_,43.94
rf\[3\]\[0\],43.93
rf\[25\]\[6\],43.9
_03372_,43.68
_04248_,43.66
rf\[8\]\[29\],43.66
rf\[8\]\[9\],43.66
rf\[25\]\[18\],43.58
rf\[15\]\[6\],43.56
rf\[7\]\[0\],43.5
_03490_,43.47
_03609_,43.34
_03052_,43.32
net25,43.28
_03398_,43.24
_03643_,43.23
rf\[3\]\[16\],43.2
_03758_,43
_03831_,43
_04275_,43
rf\[9\]\[3\],43
rf\[28\]\[17\],42.99
clknet_0__04465_,42.98
_03555_,42.96
rf\[29\]\[0\],42.96
_04100_,42.92
_02398_,42.76
_04044_,42.7
rf\[10\]\[16\],42.67
_04320_,42.64
rf\[11\]\[9\],42.52
rf\[20\]\[30\],42.38
rf\[0\]\[12\],42.26
rf\[28\]\[15\],42.24
rf\[8\]\[14\],42.24
_04210_,42.18
rf\[3\]\[9\],42.16
rf\[1\]\[26\],42.12
_03779_,42
_03942_,41.94
rf\[15\]\[21\],41.94
_03291_,41.88
_04225_,41.84
rf\[6\]\[6\],41.705
rf\[28\]\[8\],41.7
_03281_,41.68
rf\[21\]\[27\],41.6
rf\[6\]\[7\],41.405
rf\[23\]\[15\],41.38
rf\[0\]\[11\],41.2
rf\[28\]\[9\],41.2
_04180_,41.12
_03577_,41.1
_04030_,40.98
rf\[14\]\[8\],40.95
rf\[24\]\[0\],40.9
rf\[23\]\[8\],40.86
rf\[24\]\[24\],40.86
rf\[2\]\[5\],40.85
rf\[12\]\[16\],40.82
rf\[26\]\[10\],40.8
rf\[29\]\[9\],40.8
rf\[12\]\[12\],40.74
rf\[21\]\[12\],40.74
rf\[8\]\[3\],40.72
_04394_,40.68
_04046_,40.62
_04161_,40.58
_04244_,40.58
_03383_,40.52
rf\[5\]\[10\],40.38
rf\[29\]\[15\],40.32
_04143_,40.2
rf\[15\]\[22\],40.2
rf\[3\]\[29\],40.16
_04480_,40.14
rf\[7\]\[21\],40.14
_03931_,40.12
_04055_,40.11
_04221_,40.06
_03839_,40.04
rf\[6\]\[8\],40.04
rf\[9\]\[31\],39.95
rf\[17\]\[14\],39.92
rf\[25\]\[4\],39.84
rf\[30\]\[25\],39.835
_03428_,39.76
rf\[31\]\[4\],39.76
_04011_,39.74
_04255_,39.68
rf\[8\]\[5\],39.68
rf\[23\]\[28\],39.66
rf\[6\]\[14\],39.66
_03447_,39.64
rf\[2\]\[24\],39.555
rf\[28\]\[28\],39.48
rf\[12\]\[10\],39.38
rf\[5\]\[20\],39.3
rf\[22\]\[7\],39.25
rf\[13\]\[22\],39.2
_03226_,39.16
rf\[3\]\[18\],39.09
rf\[8\]\[27\],39.04
_03561_,38.94
_03322_,38.7
_03994_,38.685
_04469_,38.68
clknet_0__04496_,38.64
rf\[23\]\[11\],38.6
rf\[30\]\[6\],38.525
rf\[13\]\[0\],38.52
_04190_,38.5
_03949_,38.48
rf\[2\]\[26\],38.465
rf\[13\]\[26\],38.42
rf\[10\]\[1\],38.405
rf\[24\]\[18\],38.4
_04350_,38.365
rf\[6\]\[20\],38.09
rf\[16\]\[2\],38.07
rf\[2\]\[16\],38.05
rf\[16\]\[24\],38.03
rf\[11\]\[10\],38.02
rf\[8\]\[16\],38.02
rf\[3\]\[10\],38
_04191_,37.98
rf\[14\]\[11\],37.93
_03617_,37.805
rf\[23\]\[29\],37.76
rf\[5\]\[16\],37.76
rf\[1\]\[1\],37.64
_03410_,37.6
_03515_,37.6
_03453_,37.495
rf\[16\]\[18\],37.48
rf\[18\]\[9\],37.47
_03698_,37.44
_03889_,37.43
rf\[6\]\[17\],37.32
rf\[30\]\[5\],37.29
rf\[29\]\[23\],37.16
rf\[9\]\[26\],37.16
_03388_,37.14
rf\[16\]\[10\],37.02
_03872_,36.98
rf\[1\]\[25\],36.98
rf\[25\]\[16\],36.96
net33,36.94
rf\[13\]\[18\],36.92
rf\[30\]\[17\],36.885
_04173_,36.86
rf\[7\]\[28\],36.86
rf\[29\]\[14\],36.8
_03945_,36.72
rf\[16\]\[8\],36.68
_04391_,36.56
_03210_,36.53
_04382_,36.44
net11,36.34
_04452_,36.26
_03972_,36.255
_04421_,36.06
rf\[15\]\[16\],36.04
_03316_,36.035
rf\[22\]\[29\],35.95
rf\[31\]\[28\],35.95
net24,35.92
rf\[22\]\[21\],35.845
rf\[21\]\[24\],35.8
rf\[8\]\[8\],35.76
rf\[23\]\[13\],35.68
rf\[2\]\[29\],35.675
rf\[0\]\[28\],35.66
rf\[2\]\[18\],35.385
rf\[22\]\[26\],35.375
_03255_,35.32
_03724_,35.3
rf\[4\]\[10\],35.26
_04414_,35.24
_04335_,35.22
_03407_,35.19
clknet_0__04476_,35.14
clknet_0__04447_,35.12
_03537_,35.1
rf\[30\]\[28\],35.065
rf\[12\]\[13\],35.02
rf\[6\]\[15\],35.02
clknet_0__04444_,35.02
rf\[14\]\[23\],34.99
rf\[0\]\[9\],34.98
_03838_,34.96
_03683_,34.91
_04211_,34.82
clknet_0__04481_,34.82
rf\[25\]\[29\],34.8
_04435_,34.78
_04116_,34.68
rf\[17\]\[11\],34.66
_04482_,34.62
rf\[0\]\[10\],34.48
_03569_,34.46
_04092_,34.46
rf\[6\]\[25\],34.405
rf\[15\]\[18\],34.4
_04231_,34.38
rf\[19\]\[29\],34.38
rf\[21\]\[11\],34.3
rf\[6\]\[3\],34.285
_03865_,34.26
rf\[11\]\[6\],34.26
rf\[15\]\[13\],34.26
rf\[7\]\[29\],34.24
_04493_,34.12
clknet_0__04492_,34.1
rf\[24\]\[15\],34
_03361_,33.96
rf\[21\]\[25\],33.88
_04165_,33.84
rf\[25\]\[8\],33.83
rf\[9\]\[29\],33.82
rf\[20\]\[8\],33.8
rf\[19\]\[8\],33.66
_03292_,33.62
rf\[15\]\[29\],33.6
_04483_,33.58
rf\[29\]\[18\],33.58
rf\[10\]\[4\],33.57
rf\[4\]\[23\],33.44
_03710_,33.405
_03559_,33.4
_04445_,33.34
rf\[14\]\[22\],33.34
rf\[18\]\[28\],33.33
_04470_,33.32
rf\[30\]\[24\],33.31
clknet_0__04445_,33.3
rf\[19\]\[10\],33.28
_03440_,33.22
rf\[1\]\[18\],33.22
rf\[12\]\[14\],33.08
rf\[5\]\[11\],33.08
_03302_,33.06
rf\[17\]\[5\],33
rf\[28\]\[27\],33
rf\[29\]\[13\],33
rf\[15\]\[27\],32.98
rf\[16\]\[7\],32.98
clknet_0__04452_,32.98
rf\[22\]\[8\],32.905
_03202_,32.88
_04485_,32.88
rf\[28\]\[6\],32.86
rf\[29\]\[6\],32.85
_03488_,32.84
_03708_,32.84
rf\[14\]\[27\],32.79
rf\[4\]\[30\],32.74
rf\[5\]\[18\],32.66
rf\[8\]\[24\],32.66
rf\[14\]\[3\],32.655
_04192_,32.62
_03366_,32.54
_04228_,32.54
rf\[20\]\[20\],32.54
clknet_0__04502_,32.5
rf\[20\]\[14\],32.28
rf\[29\]\[19\],32.24
rf\[9\]\[17\],32.15
rf\[8\]\[28\],32.14
_03728_,32.08
_04497_,31.94
_04368_,31.9
_04484_,31.82
_03419_,31.78
rf\[16\]\[31\],31.78
rf\[28\]\[2\],31.78
rf\[20\]\[31\],31.76
_03987_,31.72
rf\[11\]\[27\],31.7
rf\[10\]\[3\],31.63
_03282_,31.62
_04029_,31.6
rf\[25\]\[11\],31.58
rf\[4\]\[17\],31.52
rf\[23\]\[27\],31.49
_04224_,31.32
rf\[8\]\[1\],31.32
rf\[10\]\[27\],31.315
rf\[4\]\[31\],31.3
rf\[29\]\[16\],31.29
clknet_0__04483_,31.28
_03295_,31.26
_04208_,31.24
rf\[20\]\[0\],31.24
rf\[7\]\[23\],31.2
rf\[6\]\[30\],31.19
rf\[11\]\[25\],31.12
rf\[7\]\[26\],31.115
clknet_0__04460_,31
clknet_0__04458_,31
rf\[20\]\[3\],30.98
rf\[2\]\[13\],30.925
clknet_0__04454_,30.88
rf\[13\]\[15\],30.82
rf\[17\]\[15\],30.72
rf\[29\]\[22\],30.68
clknet_0__04493_,30.68
rf\[21\]\[3\],30.62
_03743_,30.59
rf\[6\]\[11\],30.55
_04458_,30.54
clknet_0__04467_,30.54
rf\[2\]\[25\],30.515
rf\[30\]\[21\],30.485
rf\[21\]\[10\],30.46
rf\[21\]\[2\],30.46
rf\[8\]\[12\],30.44
rf\[23\]\[24\],30.4
rf\[2\]\[10\],30.4
clknet_0__04450_,30.4
rf\[12\]\[24\],30.38
rf\[31\]\[0\],30.38
rf\[21\]\[21\],30.36
rf\[5\]\[5\],30.36
_04081_,30.3
rf\[3\]\[13\],30.3
rf\[26\]\[3\],30.285
clknet_0__04464_,30.24
rf\[1\]\[19\],30.22
rf\[2\]\[14\],30.205
_03287_,30.2
_03347_,30.2
_03923_,30.2
_04472_,30.18
net21,30.16
clknet_0__04498_,30.16
_03396_,30.14
_04284_,30.12
_04312_,30.08
clknet_0__04466_,30.08
rf\[1\]\[12\],30.06
rf\[20\]\[25\],29.98
rf\[31\]\[3\],29.96
clknet_0__04462_,29.96
_03429_,29.905
clknet_0__04501_,29.9
rf\[2\]\[28\],29.87
_04160_,29.82
clknet_0__04488_,29.82
_03636_,29.76
_04134_,29.76
rf\[7\]\[2\],29.76
_03311_,29.72
_03342_,29.64
clknet_0__04456_,29.62
rf\[26\]\[6\],29.605
_03224_,29.6
rf\[14\]\[5\],29.345
rf\[7\]\[6\],29.34
rf\[5\]\[13\],29.3
_03997_,29.28
rf\[0\]\[16\],29.2
_04239_,29.18
rf\[17\]\[24\],29.18
rf\[3\]\[2\],29.12
_03527_,29.1
rf\[14\]\[4\],29.01
_04476_,28.98
_04199_,28.94
rf\[31\]\[25\],28.94
rf\[2\]\[3\],28.905
_03809_,28.9
rf\[17\]\[4\],28.86
rf\[0\]\[15\],28.8
_03511_,28.78
rf\[30\]\[1\],28.735
rf\[31\]\[19\],28.68
rf\[1\]\[6\],28.66
_03481_,28.64
_04498_,28.64
rf\[23\]\[30\],28.64
_03791_,28.62
rf\[16\]\[30\],28.62
rf\[17\]\[9\],28.58
_03714_,28.56
_03089_,28.48
rf\[17\]\[10\],28.44
rf\[17\]\[6\],28.42
_03543_,28.4
_04157_,28.4
rf\[23\]\[1\],28.36
rf\[6\]\[5\],28.345
rf\[9\]\[27\],28.32
rf\[29\]\[12\],28.26
clknet_0__04487_,28.24
net22,28.2
rf\[19\]\[18\],28.16
_04440_,28.14
rf\[13\]\[17\],28.08
_03389_,28.05
rf\[9\]\[10\],28.04
rf\[20\]\[5\],27.94
rf\[28\]\[19\],27.94
rf\[16\]\[11\],27.92
rf\[22\]\[12\],27.905
rf\[20\]\[13\],27.8
_03548_,27.78
clknet_0__04480_,27.78
rf\[6\]\[13\],27.77
rf\[2\]\[19\],27.75
rf\[17\]\[3\],27.74
clknet_0__04491_,27.74
clknet_0__04474_,27.74
rf\[7\]\[27\],27.68
rf\[9\]\[7\],27.64
clknet_0__04469_,27.64
_04463_,27.6
_03830_,27.56
rf\[21\]\[22\],27.52
_04439_,27.48
rf\[15\]\[26\],27.48
rf\[25\]\[5\],27.48
_03952_,27.46
_03467_,27.44
rf\[7\]\[19\],27.42
rf\[30\]\[2\],27.415
_04147_,27.4
_03920_,27.34
rf\[8\]\[22\],27.34
_03794_,27.3
_04137_,27.27
rf\[24\]\[13\],27.26
_04238_,27.24
rf\[4\]\[20\],27.24
rf\[16\]\[29\],27.18
rf\[12\]\[29\],27.16
_03348_,27.1
_03544_,26.98
rf\[20\]\[15\],26.94
rf\[31\]\[14\],26.94
rf\[6\]\[24\],26.925
_04256_,26.84
rf\[28\]\[25\],26.84
net16,26.7
rf\[15\]\[2\],26.68
_03509_,26.64
clknet_0__04451_,26.54
clknet_0__04475_,26.48
_03344_,26.46
_04184_,26.46
rf\[19\]\[14\],26.44
rf\[29\]\[24\],26.44
net19,26.44
rf\[28\]\[22\],26.38
_03895_,26.32
rf\[30\]\[22\],26.305
rf\[2\]\[12\],26.21
_03654_,26.16
_03214_,26.1
rf\[16\]\[5\],26.1
_04460_,26
_04220_,25.98
rf\[10\]\[22\],25.955
rf\[21\]\[23\],25.88
_04501_,25.84
rf\[23\]\[0\],25.84
_03334_,25.83
rf\[9\]\[25\],25.8
_03438_,25.785
rf\[21\]\[9\],25.78
rf\[24\]\[19\],25.76
_03557_,25.74
_03785_,25.66
rf\[1\]\[20\],25.62
_04061_,25.54
_04332_,25.44
_03915_,25.42
_04474_,25.42
_04106_,25.38
_04022_,25.36
_03376_,25.34
_03520_,25.34
_04296_,25.34
_04132_,25.3
rf\[31\]\[20\],25.3
clknet_0__04497_,25.3
_04295_,25.22
rf\[0\]\[18\],25.2
rf\[8\]\[25\],25.2
_04253_,25.19
rf\[6\]\[23\],25.185
_04502_,25.175
_03667_,25.14
rf\[22\]\[28\],25.13
rf\[12\]\[18\],25.08
rf\[1\]\[7\],24.92
rf\[22\]\[13\],24.905
rf\[30\]\[9\],24.88
rf\[27\]\[29\],24.74
_03750_,24.66
rf\[17\]\[28\],24.6
_03782_,24.5
rf\[0\]\[27\],24.46
rf\[5\]\[3\],24.46
rf\[2\]\[11\],24.43
rf\[28\]\[5\],24.42
_03720_,24.38
rf\[27\]\[16\],24.38
clknet_0__04482_,24.34
_02949_,24.3
rf\[5\]\[22\],24.28
rf\[19\]\[6\],24.275
rf\[2\]\[17\],24.255
rf\[22\]\[27\],24.25
_03230_,24.19
_03209_,24.16
clknet_0__04495_,24.16
clknet_0__04494_,24.1
rf\[20\]\[16\],24.06
rf\[0\]\[20\],24.04
rf\[10\]\[18\],23.97
rf\[1\]\[13\],23.915
_04008_,23.84
_03283_,23.82
rf\[10\]\[6\],23.77
rf\[27\]\[25\],23.74
rf\[9\]\[24\],23.72
rf\[6\]\[29\],23.71
rf\[17\]\[16\],23.7
rf\[21\]\[4\],23.7
rf\[17\]\[12\],23.68
rf\[14\]\[20\],23.655
rf\[4\]\[27\],23.62
rf\[31\]\[6\],23.58
rf\[9\]\[1\],23.58
_03450_,23.54
rf\[15\]\[20\],23.54
rf\[23\]\[9\],23.52
rf\[30\]\[23\],23.51
rf\[9\]\[11\],23.5
rf\[7\]\[5\],23.48
_03538_,23.42
_04467_,23.38
net58,23.34
rf\[4\]\[26\],23.3
_03664_,23.295
_03680_,23.28
rf\[17\]\[23\],23.28
rf\[31\]\[5\],23.22
rf\[0\]\[25\],23.14
rf\[19\]\[12\],23.08
rf\[0\]\[13\],23.07
rf\[19\]\[31\],23.06
rf\[28\]\[10\],23.04
rf\[4\]\[24\],23.04
rf\[31\]\[1\],23.01
rf\[4\]\[28\],22.94
clknet_0__04486_,22.92
rf\[10\]\[28\],22.885
rf\[10\]\[0\],22.87
rf\[14\]\[29\],22.87
rf\[28\]\[30\],22.86
rf\[9\]\[9\],22.82
rf\[13\]\[11\],22.8
rf\[11\]\[28\],22.76
rf\[21\]\[7\],22.76
net17,22.72
rf\[29\]\[17\],22.7
rf\[7\]\[8\],22.7
net18,22.68
rf\[2\]\[31\],22.65
_03766_,22.52
clknet_0__04477_,22.5
_03249_,22.42
_03729_,22.405
rf\[14\]\[17\],22.405
_03401_,22.4
rf\[11\]\[7\],22.4
clknet_0__04472_,22.4
_03919_,22.38
rf\[16\]\[1\],22.34
rf\[19\]\[21\],22.32
_02640_,22.24
_04444_,22.24
rf\[23\]\[23\],22.14
rf\[1\]\[29\],22.1
_03452_,22
_04123_,22
rf\[1\]\[17\],21.96
_04321_,21.94
wr_data_i[7],21.9
rf\[14\]\[24\],21.885
_04128_,21.88
rf\[9\]\[0\],21.86
rf\[20\]\[17\],21.8
_03806_,21.78
clknet_0__04485_,21.78
rf\[5\]\[1\],21.76
rf\[6\]\[10\],21.715
_04003_,21.66
rf\[18\]\[6\],21.65
rf\[30\]\[18\],21.625
rf\[0\]\[24\],21.62
rf\[9\]\[2\],21.62
rf\[2\]\[6\],21.605
_03666_,21.58
rf\[13\]\[12\],21.58
